geo_join_id,geo_place_name,geo_type_name,start_date,time_period,pollutant_name,measure_info,data_value,year_from_period,BORO_NM_IMPUTED,AQI_composite
103,Fordham - Bronx Pk,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.06,2013,,
103,Fordham - Bronx Pk,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.06,2013,,
205,Fordham and University Heights (CD5),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.05,2013,,
205,Fordham and University Heights (CD5),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,23.95,2013,,
302,Fort Greene and Brooklyn Heights (CD2),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,24.17,2013,,
302,Fort Greene and Brooklyn Heights (CD2),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.52,2013,,
406,Fresh Meadows,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,19.03,2013,,
406,Fresh Meadows,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.21,2013,,
307,Gramercy Park - Murray Hill,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,13.2,2013,,
307,Gramercy Park - Murray Hill,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,36.08,2013,,
201,Greenpoint,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.85,2013,,
201,Greenpoint,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.85,2013,,
201,Greenpoint,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.0,2013,,
201,Greenpoint,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.0,2013,,
301,Greenpoint and Williamsburg (CD1),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.88,2013,,
301,Greenpoint and Williamsburg (CD1),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.09,2013,,
308,Greenwich Village - SoHo,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.81,2013,,
308,Greenwich Village - SoHo,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,29.19,2013,,
102,Greenwich Village and Soho (CD2),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,29.27,2013,,
102,Greenwich Village and Soho (CD2),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.9,2013,,
106,High Bridge - Morrisania,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,23.73,2013,,
106,High Bridge - Morrisania,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.83,2013,,
204,Highbridge and Concourse (CD4),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,23.99,2013,,
204,Highbridge and Concourse (CD4),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.97,2013,,
408,Hillcrest and Fresh Meadows (CD8),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.69,2013,,
408,Hillcrest and Fresh Meadows (CD8),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.23,2013,,
107,Hunts Point - Mott Haven,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.57,2013,,
107,Hunts Point - Mott Haven,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,21.54,2013,,
202,Hunts Point and Longwood (CD2),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.76,2013,,
202,Hunts Point and Longwood (CD2),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,21.27,2013,,
403,Jackson Heights (CD3),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,21.6,2013,,
403,Jackson Heights (CD3),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.43,2013,,
408,Jamaica,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.96,2013,,
408,Jamaica,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.27,2013,,
408,Jamaica,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.27,2013,,
408,Jamaica,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.96,2013,,
412,Jamaica and Hollis (CD12),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.26,2013,,
412,Jamaica and Hollis (CD12),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,19.07,2013,,
409,Kew Gardens and Woodhaven (CD9),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.38,2013,,
409,Kew Gardens and Woodhaven (CD9),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,20.57,2013,,
101,Kingsbridge - Riverdale,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.23,2013,,
101,Kingsbridge - Riverdale,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.88,2013,,
101,Kingsbridge - Riverdale,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.88,2013,,
101,Kingsbridge - Riverdale,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.23,2013,,
207,Kingsbridge Heights and Bedford (CD7),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,21.49,2013,,
207,Kingsbridge Heights and Bedford (CD7),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.4,2013,,
401,Long Island City - Astoria,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.3,2013,,
401,Long Island City - Astoria,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.3,2013,,
401,Long Island City - Astoria,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.6,2013,,
401,Long Island City - Astoria,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.6,2013,,
401,Long Island City and Astoria (CD1),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.9,2013,,
401,Long Island City and Astoria (CD1),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,21.36,2013,,
103,Lower East Side and Chinatown (CD3),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.9,2013,,
103,Lower East Side and Chinatown (CD3),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,26.63,2013,,
310,Lower Manhattan,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,30.26,2013,,
310,Lower Manhattan,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,11.06,2013,,
3,Manhattan,Borough,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,28.02,2013,MANHATTAN,22.311111111111114
3,Manhattan,Borough,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.73,2013,MANHATTAN,22.311111111111114
105,Midtown (CD5),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,38.71,2013,,
105,Midtown (CD5),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,14.26,2013,,
109,Morningside Heights and Hamilton Heights (CD9),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.75,2013,,
109,Morningside Heights and Hamilton Heights (CD9),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,25.22,2013,,
211,Morris Park and Bronxdale (CD11),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.71,2013,,
211,Morris Park and Bronxdale (CD11),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.97,2013,,
203,Morrisania and Crotona (CD3),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.32,2013,,
203,Morrisania and Crotona (CD3),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.4,2013,,
201,Mott Haven and Melrose (CD1),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.94,2013,,
201,Mott Haven and Melrose (CD1),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.97,2013,,
1,New York City,Citywide,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.83,2013,,
1,New York City,Citywide,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.63,2013,,
102,Northeast Bronx,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.37,2013,,
102,Northeast Bronx,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.73,2013,,
102,Northeast Bronx,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.37,2013,,
102,Northeast Bronx,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.73,2013,,
501502,Northern SI,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.03,2013,,
501502,Northern SI,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,16.44,2013,,
306,Park Slope and Carroll Gardens (CD6),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.4,2013,,
306,Park Slope and Carroll Gardens (CD6),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.74,2013,,
209,Parkchester and Soundview (CD9),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.94,2013,,
209,Parkchester and Soundview (CD9),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,19.95,2013,,
104,Pelham - Throgs Neck,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.58,2013,,
104,Pelham - Throgs Neck,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.58,2013,,
104,Pelham - Throgs Neck,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.74,2013,,
104,Pelham - Throgs Neck,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.74,2013,,
501,Port Richmond,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.27,2013,,
501,Port Richmond,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.38,2013,,
4,Queens,Borough,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.71,2013,QUEENS,20.625555555555554
4,Queens,Borough,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.36,2013,QUEENS,20.625555555555554
413,Queens Village (CD13),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,16.87,2013,,
413,Queens Village (CD13),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,7.87,2013,,
406,Rego Park and Forest Hills (CD6),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.71,2013,,
406,Rego Park and Forest Hills (CD6),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,21.1,2013,,
405,Ridgewood - Forest Hills,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,20.3,2013,,
405,Ridgewood - Forest Hills,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.51,2013,,
405,Ridgewood - Forest Hills,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.51,2013,,
405,Ridgewood - Forest Hills,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,20.3,2013,,
405,Ridgewood and Maspeth (CD5),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.76,2013,,
405,Ridgewood and Maspeth (CD5),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,20.36,2013,,
208,Riverdale and Fieldston (CD8),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.87,2013,,
208,Riverdale and Fieldston (CD8),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,18.24,2013,,
414,Rockaway and Broad Channel (CD14),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,12.54,2013,,
414,Rockaway and Broad Channel (CD14),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,7.61,2013,,
410,Rockaways,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,12.67,2013,,
410,Rockaways,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,7.61,2013,,
410,Rockaways,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,7.61,2013,,
410,Rockaways,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,12.67,2013,,
315,Sheepshead Bay (CD15),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,16.78,2013,,
315,Sheepshead Bay (CD15),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.14,2013,,
504,South Beach - Tottenville,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,11.51,2013,,
504,South Beach - Tottenville,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,7.82,2013,,
502,South Beach and Willowbrook (CD2),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,13.77,2013,,
502,South Beach and Willowbrook (CD2),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.05,2013,,
105106107,South Bronx,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.7,2013,,
105106107,South Bronx,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.49,2013,,
309,South Crown Heights and Lefferts Gardens (CD9),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.12,2013,,
309,South Crown Heights and Lefferts Gardens (CD9),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.64,2013,,
410,South Ozone Park and Howard Beach (CD10),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,7.99,2013,,
410,South Ozone Park and Howard Beach (CD10),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,19.04,2013,,
409,Southeast Queens,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,16.8,2013,,
409,Southeast Queens,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,7.85,2013,,
409,Southeast Queens,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,7.85,2013,,
409,Southeast Queens,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,16.8,2013,,
503504,Southern SI,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,12.68,2013,,
503504,Southern SI,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,7.97,2013,,
407,Southwest Queens,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,19.65,2013,,
407,Southwest Queens,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,19.65,2013,,
407,Southwest Queens,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.14,2013,,
407,Southwest Queens,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.14,2013,,
501,St. George and Stapleton (CD1),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,17.64,2013,,
501,St. George and Stapleton (CD1),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.11,2013,,
502,Stapleton - St. George,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,7.9,2013,,
502,Stapleton - St. George,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,15.4,2013,,
5,Staten Island,Borough,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,13.8,2013,STATEN ISLAND,18.73111111111111
5,Staten Island,Borough,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,7.98,2013,STATEN ISLAND,18.73111111111111
106,Stuyvesant Town and Turtle Bay (CD6),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,33.37,2013,,
106,Stuyvesant Town and Turtle Bay (CD6),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,12.25,2013,,
205,Sunset Park,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,20.59,2013,,
205,Sunset Park,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.12,2013,,
205,Sunset Park,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.12,2013,,
205,Sunset Park,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,20.59,2013,,
307,Sunset Park (CD7),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,20.74,2013,,
307,Sunset Park (CD7),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.18,2013,,
210,Throgs Neck and Co-op City (CD10),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.66,2013,,
210,Throgs Neck and Co-op City (CD10),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,17.44,2013,,
503,Tottenville and Great Kills (CD3),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,11.42,2013,,
503,Tottenville and Great Kills (CD3),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,7.84,2013,,
309,Union Square - Lower East Side,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,27.39,2013,,
309,Union Square - Lower East Side,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.15,2013,,
309310,Union Square-Lower Manhattan,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,28.29,2013,,
309310,Union Square-Lower Manhattan,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.44,2013,,
305,Upper East Side,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,28.59,2013,,
305,Upper East Side,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,11.1,2013,,
108,Upper East Side (CD8),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,11.13,2013,,
108,Upper East Side (CD8),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,28.73,2013,,
305307,Upper East Side-Gramercy,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,32.1,2013,,
305307,Upper East Side-Gramercy,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,12.09,2013,,
304,Upper West Side,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,26.5,2013,,
304,Upper West Side,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,26.5,2013,,
304,Upper West Side,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.35,2013,,
304,Upper West Side,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.35,2013,,
107,Upper West Side (CD7),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,26.48,2013,,
107,Upper West Side (CD7),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.35,2013,,
301,Washington Heights,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.48,2013,,
301,Washington Heights,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.79,2013,,
301,Washington Heights,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.48,2013,,
301,Washington Heights,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.79,2013,,
112,Washington Heights and Inwood (CD12),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.25,2013,,
112,Washington Heights and Inwood (CD12),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.46,2013,,
402,West Queens,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.13,2013,,
402,West Queens,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.13,2013,,
402,West Queens,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,21.89,2013,,
402,West Queens,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,21.89,2013,,
212,Williamsbridge and Baychester (CD12),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.66,2013,,
212,Williamsbridge and Baychester (CD12),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,17.96,2013,,
211,Williamsburg - Bushwick,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.72,2013,,
211,Williamsburg - Bushwick,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.36,2013,,
211,Williamsburg - Bushwick,UHF34,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.72,2013,,
211,Williamsburg - Bushwick,UHF34,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,9.36,2013,,
503,Willowbrook,UHF42,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,14.69,2013,,
503,Willowbrook,UHF42,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,8.22,2013,,
402,Woodside and Sunnyside (CD2),CD,2012-12-01,Annual Average 2013,Nitrogen dioxide (NO2),ppb,22.11,2013,,
402,Woodside and Sunnyside (CD2),CD,2012-12-01,Annual Average 2013,Fine particles (PM 2.5),mcg/m3,10.05,2013,,
310,Bay Ridge and Dyker Heights (CD10),CD,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,19.63,2014,,
310,Bay Ridge and Dyker Heights (CD10),CD,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,8.83,2014,,
404,Bayside - Little Neck,UHF42,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,8.31,2014,,
404,Bayside - Little Neck,UHF42,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,17.44,2014,,
404406,Bayside Little Neck-Fresh Meadows,UHF34,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,8.36,2014,,
404406,Bayside Little Neck-Fresh Meadows,UHF34,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,18.17,2014,,
411,Bayside and Little Neck (CD11),CD,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,8.29,2014,,
411,Bayside and Little Neck (CD11),CD,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,17.81,2014,,
303,Bedford Stuyvesant (CD3),CD,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,22.24,2014,,
303,Bedford Stuyvesant (CD3),CD,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,9.27,2014,,
203,Bedford Stuyvesant - Crown Heights,UHF34,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,21.75,2014,,
203,Bedford Stuyvesant - Crown Heights,UHF42,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,9.16,2014,,
203,Bedford Stuyvesant - Crown Heights,UHF42,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,21.75,2014,,
203,Bedford Stuyvesant - Crown Heights,UHF34,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,9.16,2014,,
206,Belmont and East Tremont (CD6),CD,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,9.56,2014,,
206,Belmont and East Tremont (CD6),CD,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,21.36,2014,,
311,Bensonhurst (CD11),CD,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,8.57,2014,,
311,Bensonhurst (CD11),CD,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,19.68,2014,,
209,Bensonhurst - Bay Ridge,UHF42,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,8.62,2014,,
209,Bensonhurst - Bay Ridge,UHF34,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,8.62,2014,,
209,Bensonhurst - Bay Ridge,UHF34,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,19.1,2014,,
209,Bensonhurst - Bay Ridge,UHF42,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,19.1,2014,,
206,Borough Park,UHF42,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,20.41,2014,,
206,Borough Park,UHF34,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,8.87,2014,,
206,Borough Park,UHF34,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,20.41,2014,,
206,Borough Park,UHF42,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,8.87,2014,,
312,Borough Park (CD12),CD,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,20.62,2014,,
312,Borough Park (CD12),CD,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,8.89,2014,,
1,Bronx,Borough,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,9.27,2014,BRONX,20.13888888888889
1,Bronx,Borough,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,19.8,2014,BRONX,20.13888888888889
2,Brooklyn,Borough,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,19.95,2014,BROOKLYN,20.064444444444444
2,Brooklyn,Borough,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,9.09,2014,BROOKLYN,20.064444444444444
316,Brownsville (CD16),CD,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,20.91,2014,,
316,Brownsville (CD16),CD,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,9.21,2014,,
304,Bushwick (CD4),CD,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,21.2,2014,,
304,Bushwick (CD4),CD,2013-12-01,Annual Average 2014,Fine particles (PM 2.5),mcg/m3,9.25,2014,,
208,Canarsie - Flatlands,UHF34,2013-12-01,Annual Average 2014,Nitrogen dioxide (NO2),ppb,17.0,2014,,
